siman|seif|text
סימן קסא - דיני חציצה ובו כ' סעיפים:|ב|צואת העין שחוץ לעין, חוצצת, אף על פי שהיא לחה. ושבתוך העין, לחה אינה חוצצת. ויבשה שהתחילה להוריק, חוצצת.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ג|הדם היבש שעל המכה, חוצץ. וריר שבתוכה, אינו חוצץ. יצא הריר, אם לח, אינו חוצץ. יבש, חוצץ. לפיכך אושה בעלת חטטים, צריכה לחוף אותם במים עד שיתרככו. וכן גלד שעל גבי המכה, אפלו אם היא מצטערת להסירו, או אבעבועות שחין, צריכה להסירן או לרככן היטב במים.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ד|רטיה שעל גבי המכה, חוצצת. וגם רטיות שמניחין אותן לזמן שלשה או ארבעה חדשים ואחר כך נופלות מעצמן ובתוך הזמן אי אפשר להסירן אלא בקריעת העור עמהן והאשה אומרת שהורגלה עמהן ואינה מקפדת, מכל מקום חוצצות. וכן אשה שיש לה מכה ונפתחה, ונותנים בתוך הנקב תחת הרטיה גרר מבגדים עדים של פשתן, ואף כשמסירין את הרטיה אינו נראה, כי הוא בעומק, מכל מקום חוצץ.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ה|לכלוכי צואה שעל הבשר שנעשו מחמת זעה, אם נתיבשו, חוצצין. מלמולין שעל הבשר, והוא מה שלפעמים ידיו של אדם מלוכלכות בטיט או בבצק או בזעה, ומולל ידו האחת על חברתה ונעשים כעין גרגרין, חוצצין.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ו|הדיו, החלב והדבש, שרף התאנה ושרף התות ושרף החרוב ושורף השקמה (הוא מין תאנה), יבשים, חוצצין. ושאר כל השרפים, אפלו לחים, חוצצין. וכן הדם, אפלו לח, חוצץ.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ז|צבע שצובעות הנשים פניהן וידיהן ושער ראשן, אינו חוצץ. וכן אשה שאומנות שלה לצבוע בגדים וכדומה, ומחמת זה ידיה צבועות, וכל הנשים שיש להן אומנות זו דרכן שלא להקפיד בכך, אינו חוצץ.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ח|בצואה שתחת הצפורן, יש חלוקים. וכבר נהגו לחתוך צפרני ידיהן ורגליהן קודם הטבילה. ותזהר לשרפן, כי אם ידרוך עליהן בעלה או אדם אחר, מסוכן. ובשבת ויום טוב אם שכחה לחתכן קודם, יש מתירין לחתכן על ידי גויה. אם יש לה נפח על מקום הצפורן, ואינה יכולה לא לחתכו ולא לנקר תחתיו, אם נפוח כל כך שאין הטיט שתחתיו נראה, אינו חוצץ. אשה ששכחה לחתוך צפורן וטבלה כך, אם נזכרה קודם שנזקקה לבעלה, צריכה טבילה אחרת. ואם לא נזכרה עד לאחר שנזקקה לבעלה, תעשה שאלת חכם.
סימן קסא - דיני חציצה ובו כ' סעיפים:|ט|תזהר להסיר קודם טבילה, הנזמים והטבעות.
סימן קסא - דיני חציצה ובו כ' סעיפים:|י|צריכה לנקר שניה קודם טבילה, משום דמצוי הוא שימצאו בין שניה שיורי מאכל. ואם טבלה ונמצא איזה דבר ביניהן או דבוק בהן, לא עלתה לה טבילה. ויש נוהגות שלא לאכול בשר ביום לכתן לבית הטבילה, מפני שהבשר נכנס בין השנים יותר משאר אוכל, ויש לחוש, שאפלו תנקר שניה, שמא ישאר ממנו, ומנהג יפה הוא. ובשבת ויום טוב שאוכלין בשר, תזהר לנקר ביותר. וצריכה כל אשה לזהר, שלא תאכל שום מאכל בין החפיפה לטבילה. וכל יום הטבילה לא תעסוק בבצק או בנרות של שעוה, שלא ידבק בה שום דבר. אך בערב שבת, אם דרכה ללוש בעצמה לכבוד שבת, אל תמנע, רק תזהר לרחוץ אחר כך ידיה יפה יפה.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יא|אשה שיש לה שן תותבת, תשאל למורה הוראה איך תתנהג בטבילה. (עין בספר גדולי טהרה שאלות ותשובות אמרי אש סימן עה עו, ובספר חכמת אדם, ועין שם באשה שיש לה סתימת אבר [מתכת] (פלאמבע) בנקבי שניה. ועין בספר מי נדה סימן קצח, ובספר שאלות ותשובות בנין ציון החדשות סימן נז). וכן אשה שהיא מוכה בשבר ונושאת טבעת ברחמה, תעשה שאלת חכם. (עין נודע ביהודה קמא סימן סד, ותנינא סימן קלה, וסדרי טהרה סימן קצח סעיף קטן כג).
סימן קסא - דיני חציצה ובו כ' סעיפים:|יב|לא תאחז בה חברתה בשעת טבילה, לפי שלא יבואו המים במקום האחיזה. ובשעת הדחק, תטביל האשה, שהיא רוצה לאחוז אותה, תחלה ידיה במקוה, ואחר כך תאחז אותה, לא בכוח ובדבוק חזק. אלא בדבוק בינוני כדרך כל אדם.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יג|היכא דאפשר, אין לטבול במקום שיש בקרקעיתו טיט, משום חשש חציצה. ובשעת הדחק נוהגין להקל, משום דסתם טיט שבמים אינו עב כל כך. אבל הטיט שעל שפת הנהר שמתדבק ברגליה, הוי חציצה. ולכן צריכה לזהר, שבבואה אל תוך הנהר, קודם שתטבול, תדיח היטב רגליה מן הטיט שנדבק בה בשפת הנהר. אם תרצה להניח בתוך הנהר תחת כפות רגליה איזה דבר שתעמוד עליו בשעת טבילה, צריכה לשאול למורה הוראה כי יש הרבה דברים שאסור לעמוד עליהם בשעת טבילה.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יד|לא תטבול בקומה זקופה, מפני שיש מקומות שמסתתרים בה על ידי כך. ואל תשחה הרבה עד שידבקו סתריה זה בזה, אלא שוחה מעט, עד שיהיו סתרי בית הערוה נראים, כדרך שנראים בשעה שהיא לשה את הפת שמפסקת רגליה מעט להתחזק וללוש בחוזק. ותחת דדיה יהא נראה, כדרך שנראה בשעה שהיא מיניקה את התינוק. ואינה צריכה להרחיק ירכותיה זה מזה יותר מדי, וגם לא להרחיק זרועותיה מהגוף יותר מדי, אלא יהיו כדרך שהם בעת הלוכה. ואם שחה ביותר או זקפה ביותר, לא עלתה לה טבילה, מפני שנעשוים קמטים בגופה ואין המים באים שמה. ולכן צריכין להשגיח שיהיו המים למעלה מטבורה שלשה טפחים, דבענין זה יכולה לטבול כראוי. ובשעת הדחק שאין המים גבוהים כל כך, תשב מתחלה לאט לאט במים עד צוארה ואחר כך תטבול, באופן שלא יתהוה תחלה בגופה שחוץ למים שום קמט. ומה שנעשוה אחר כך איזה קמט בגופה שבתוך המים, אינו מזיק, מפני שכבר קדמו המים שם. ואם המים נמוכים מאוד, בשעת הדחק תטבול בשכיבה כמו דג, רק שיתכסה כל גופה עם שערותיה בפעם אחת במים.
סימן קסא - דיני חציצה ובו כ' סעיפים:|טו|אינה צריכה לפתוח פיה כדי שיכנסו המים, ולא תקפוץ אותו יותר מדי. ואם קפצה, לא עלתה לה טבלה, אלא תשיק שפתותיה זו לזו דבוק בינוני. נתנה שערה בפיה וטבלה, לא עלתה לה טבילה, מפני שלא באו המים על שערה.
סימן קסא - דיני חציצה ובו כ' סעיפים:|טז|לא תעצום עיניה ביותר, כי על ידי זה נעשים קמטים למטה. וגם לא תפתחם ביותר, כי נעשים קמטים למעלה, אלא תסגרן ברפיון.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יז|צריכה להסיר הצואה משפת החוטם גם מבפנים. אבל מה שהיא למעלה בתוך החוטם, לא חייץ. וכן צריכה להוציא צואת האוזן. יש אומרים שהאשה צריכה להטיל מים קודם טבילה אם היא צריכה לכך. גם צריכה לבדוק עצמה בגדולים ובקטנים, שלא תהא צריכה לעצור עצמה ולא יהיו ראויים לביאת מים. ובדיעבד, אינו מעכב.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יח|לא תטבול באבק שעל רגליה. ואם טבלה, אם היה אבק דק שהעבירוהו המים, עלתה לה טבילה.
סימן קסא - דיני חציצה ובו כ' סעיפים:|יט|סתם כנים ופרעושים, אינם נדבקים בגוף, והמים נכנסים שמה ולא חיצי. אבל מין כנים הדבוקים בבשר ונושכים בעור במקום שער ונדבקים בחוזק בבשר, צריכה להסירן על ידי חמין ולגררן בצפורן. ואם אינה יכולה להסירן, אינן חוצצין. ואותן כנים קטנים הדבוקים בשערות, צריכה להסירן, משום דהוין חציצה.
סימן קסא - דיני חציצה ובו כ' סעיפים:|כ|אשה שיש לה קליעות שוערות דבוקות זו בזו, שקורין בלשון אשכנז מאהר צעפ או מאר לאקען, ובלשון פולין ורוסיא קאלטניס, ויש סכנה לגלחן, לא חיצי. ואפלו יש בתוכן איזה חוטין שאי אפשר להסירן, אם אינן נראין מבחוץ, לא חיצי.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|א|אם בעלה בעיר, מצוה על האשה שתטבול בזמנה, שלא לבטל מפריה ורביה אפלו לילה אחד, שהרי מצינו ביהושוע שנענש על שבטל את ישוראל מפריה ורביה לילה אחד. ואשה שמתאחרת מלטבול כדי לצער את בעלה, ענשה גדול מאוד, רחמנא לצלן.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ב|אסורה לטבול ביום השביעי, עד צאת הכוכבים. ואפלו לטבול סמוך לחשכה באופן שלא תבוא לביתה עד שתחשך, נמי אסור. ואפלו נתאחרה שלא טבלה בלילה שלאחר יום השביעי, וטובלת אחר כך, אסורה גם כן לטבול ביום. וגם בענין זה, יש להחמיר שלא תטבול אפלו סמוך לחשכה, ושלא תבוא לביתה עד שתחשך, אלא תטבול דוקא בלילה. והכלות הטובלות קודם החופה, יכולות לטבול ביום השמיני או אחר כך ביום. ובשעת הדחק אפילו אם טובלת ביום השביעי, יכולה גם כן לטבול ביום, ואפלו בבוקר לאחר הנץ החמה, אבל לא יעמידו את החופה עד צאת הכוכבים. אבל אם טובלת לאחר החופה, אף על פי שהיא טבילה הראשונה לבעלה, דינה כמו שאר אשה.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ג|היכא דאכא אונס, כגון שיראה לטבול בלילה מחמת צנה או פחד או שבית הטבילה הוא חוץ לעיר ושערי העיר ננעלין בלילה, יכולה לטבול בשמיני בעוד יום. אבל בשביעי, לא תטבול ביום אפלו במקום אונס. והא דמותרת לטבול במקום אונס בשמיני ביום, דוקא שתעשה גם החפיפה אז סמוך לטבילה. אבל אם יום השמיני הוא שבת או יום טוב שתצטרך לעשות החפיפה ביום שקודם הטבילה וגם תטבול ביום, זהו אסור, משום דתרי קולי בהדדי לא מקלינן (דהינו טבילה ביום וגם הרחקת חפיפה מטבילה).
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ד|לא תעמוד על שום דבר בשעת טבילה. ואם מי המקוה עמוקים וצריכה לעמוד על שליבה, תעשה שאלת חכם.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ה|לא תטבול במקום שיש חשש שיראו אותה בני אדם, מפני שמתוך כך היא ממהרת לטבול, וחישינן שמא לא תטבול יפה. ובדיעבד אם טבלה וידעינן בברור שטבלה כראוי, עלתה לה טבילה.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ו|כשהיא טובלת, צריכה לעמוד אצלה אשה יהודית גדולה יותר משתים עשרה שנה ויום אחד, שתראה שלא ישאר משער ראשה צף על פני המים. ואם אין לה אשה, יכול גם בעלה לעמוד אצלה לראות שתטבול יפה.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ז|מותרת לטבול בליל שבת (ועין לעיל סימן פו), אם עתה הגיע זמן טבילתה שלא יכלה לטבול מקודם, ובעלה בעיר. אבל אם אין בעלה בעיר, או שהיתה יכולה לטבול קודם, אסורה לטבול בליל שבת. ואם היא אחר לדה, יש חלוקי דינים אם מותרת לטבול בליל שבת או לא, ותעשה שאלת חכם. ואשה שזמן טבילתה בא קודם, אלא שלא טבלה, מחמת שלא היה בעלה בעיר, ובא בערב שבת, יש מקומות שמחמירין שלא לטבול בליל שבת. ובמקום שאין מנהג קבוע, אין להחמיר. ובמקומות שנוהגין להחמיר בליל שבת, גם במוצאי שבת לא תטבול. ואלמנה שנשאת, אסורה לטבול טבילה הראשונה בליל שבת, דהא אסור לבוא עליה ביאה ראשונה בשבת (עין לעיל סימן קמח). ובמוצאי שבת יש מקלין שתטבול.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ח|לאחר שטבלה כראוי, בעודה עומדת תוך המים, תברך אשר קדשנו במצותיו וצונו על הטבילה. ויש להחמיר שקודם הברכה תכסה את עצמה למטה באיזו מטפחת, או לכל הפחות תחבק זרועותיה על גופה להפסיק. ולא תסתכל לתוך המים בשעה שהיא מברכת. ואם טובלת במקום שתוכל לעכור את המים ברגליה, טוב לעשות כן קודם הברכה. יש נוהגות שלאחר הברכה טובלת עוד פעם אחת, ומנהג נכון הוא, רק תשגיח שגם הטבילה השניה תהיה כהוגן.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|ט|לאחר שטבלה במקוה כראוי, מותרת לכנס לבית המרחץ לחמם את עצמה, ואפלו הוא מרחץ של זעה. אבל לחזור ולרחוץ באמבטי, יש אוסרים, וכן נהגו. ולשפוך עליה מים חמים לחמם את גופה, יש להקל. אך במקום שנהגו לאסור גם זאת, אין להקל.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|י|יש לאשה להיות צנועה בטבילתה להסתיר ליל טבילתה, ולא תלך בפני הבריות, שלא ירגישו בה בני אדם. ומי שאינה עושה כן, נאמר עליה, ארור שוכב עם כל בהמה. עוד יש לה לזהר, כשתצא מן הטבילה, שתפגע בה חברתה ותגע בה, שלא יפגע בה תחלה דבר טמא, כגון כלב או חמור או חזיר או סוס או מצורע וכיוצא בהן, או עם הארץ או גוי. ואם פגעו בה דברים אלו, אם היא יראת שמים, תחזור ותטבול. מי שפגע באשה יוצאת מן הטבילה, איכא למיחש, חס ושלום, לתקלה. והתקנה היא שיאמר שני פסוקים אלו, שופך בוז על נדיבים ויתעם בתוהו לא דרך (תהלים קז), שופך בוז על נדיבים ומזיח אפיקים רפה (איוב יב).
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|יא|לחמם את מי המקוה, יש אוסרין ויש מתירין. וכבר נתפשט המנהג בהרבה מקומות להתר. אבל במקום שאין מנהג, אין להקל. ובמקום שנהגו להקל, צריכין להשגיח שבליל שבת כשטובלין, לא יהיו המים חמין ממש, אלא פושרים.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|יב|בענין הטבילה בנהרות, לדעת הרבה גדולי הפוסקים זכרונם לברכה, אין הטבילה מועלת בנהר אלא בזמן שהוא קטון כל כך, שידוע בברור, שלא נתגדל מחמת מי גשמים או מי שלגים, כי מי גשמים ומי שלגים אינם מטהרין אלא בזמן שהם נקוים ועומדים כמקוה. אבל כשהם זוחלים על הארץ, אינם מטהרין, אלא מי מעין מטהרין גם בזוחלין. ואך בשעת הדחק, במקום שאין מקוה, נוהגין להקל ולסמוך על הפוסקים דסבירא להו כמאן דאמר, דאפלו רואים שהנהר מתגדל מן הגשמים, מכל מקום עקר גדולו הוא ממקורו מן התהום, כי בעת הגשמים, האויר מלוחלח ומקורי המעינות מתרבים ומתגברים, ונמצא לעולם, שהמים שבנהר רובם ממעין, ומי הגשמים מתבטלים בתוכו, ומטהרין גם בזוחלין. אבל במקום שיש מקוה, חלילה להקל. וגם במקום שאין מקוה, אם באפשרי, יש להחמיר, שאם הנהר נתרבה ממי גשמים, תמתין בטבילתה שנים או שלשה ימים, עד שישוב לאיתנו. וטוב אם באפשרי, שלא תטבול במקום שנתרחב, אלא במקום שהולך תמיד, דבזה יש קצת להקל טפי.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|יג|ובנהר שמתהוה לגמרי על ידי גשמים ולפעמים מתיבש, אף על פי שבשעת הגשמים גם שאר נהרות שופכים לתוכו, מכל מקום הואיל ולפעמים פוסק לגמרי, אין שום התר לטבול בו כשהוא זוחל, עד שיקוו המים ויעמודו.
סימן קסב - הלכות טבילה ובו י"ד סעיפים:|יד|דיני המקוה, רבים הם מאוד. ובכל מקום שעושין מקוה, אין לעשותו כי אם על ידי רב מומחה לרבים, גדול בתורה וביראה. וכאשר יתהוה בו איזה שנוי גדול או קטן, יעשו מיד שאלת חכם. וכן כאשר יצטרכו לשאוב אותו לנקותו, ישאלו איך יתנהגו.
סימן קסג - הלכות מילה ובו ח' סעיפים:|א|מצות עשה על האב למול את בנו, או לכבד ולעשות שליח לישוראל אחר שימול אותו. ויש לו להאב לתת את הילד על ברכי הסנדק (עין שערי תשובה סימן תקנא סעיף קטן ג) ולהושיט את האזמל לידי המוהל, ולעמוד אצלו בשעת המילה להראות שהוא שלוחו. ובין חתוך לפריעה, מברך האב אשר קדשנו במצותיו וצונו להכניסו וכו'. ויש לאדם לחזור ולהדר אחר מוהל וסנדק היותר טוב וצדיק. נוהגין שאין נותנין סנדקאות לאיש אשר כבר היה אצלו סנדק בבן אחר. אם כבד למוהל אחד, אסור לחזור בו ולכבד לאחר, שנאמר, שארית ישוראל לא יעשו עולה ולא ידברו כזב. ואם כבד לאחד ובתוך כך הלך זה המוהל מן העיר וחשב האב כי לא יבוא לזמן המילה ועל כן כבד לאחר ובתוך כך בא הראשון, ימולנו הראשון.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ב|נוהגין שכל העם שאצל המילה, עומדים, שנאמר, ויעמוד כל העם בברית, מלבד הסנדק שהוא תופס את התינוק, והוא יושב. ולאחר שברך האב להכניסו וענו אמן, אומרים כולם, כשם שנכנס לברית, כן יכנס לתורה ולחופה ולמעשים טובים.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ג|המוהל, צריך שידע הלכות מילה (המבארות ביורה דעה). וצריך שיחקור אם הילד הוא בריא. וגם להמילדת יש להזהיר, שאם תראה איזה מחוש בילד, תודיע.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ד|וצריכין לזהר במאוד מאוד שלא למול ולד שיש בו חשש חולי, כי סכנת נפשות דוחה את הכול, שאפשר לו למול לאחר זמן, ואי אפשר להחזיר נפש אחת מישוראל לעולם. ועין יורה דעה סימן רסב וסימן רסג, מתי מלין תינוק שהיה חולה והיבריא. ומיד כשהתינוק ראוי למול, אסור לעכב את המצוה מאיזה טעם להרבות שמחה וכדומה, אלא ימול מיד כשהוא ראוי (תשובת דב"ש סימן קצב) אך לא בשבת ולא ביום טוב, כמו שכתוב ביורה דעה סימן רסו.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ה|אשה שמתו שני בניה מחמת מילה, שנראה כי המילה הכחישה את כוחם, אין מלין את השלישי, עד שיגדל ויתחזק כוחו. וכן אשה שמת לה ילד אחד מחמת מילה וגם לאחותה ארע כן, אזי גם שאר האחיות לא ימולו בניהן, עד שיגדלו ויתחזקו.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ו|תינוק שנולד בין השמשות או קצת קודם, יעשו שאלת חכם, מתי ימול.
סימן קסג - הלכות מילה ובו ח' סעיפים:|ז|תינוק שמת קודם שנמול (בין בתוך שמונה ימים בין אחר כך), מלין אותו אצל קברו להסיר חרפתו ממנו, שלא יקבר בערלתו, כי חרפה היא לו. ואין מברכין על המילה, אבל קוראין לו שם, לזכר שירחמוהו מן השמים ויחיה בתחית המתים, ותהיה בו דעה להכיר אביו ואמו. (ואם מת ביום טוב, עין לקמן סימן ר סעיף ח וסעיף ט). אם שכחו למולו וקברוהו בערלתו, אם נזכרו מיד, שעדין אין לחוש שנתנול בקבר, צריכין לפתוח את הקבר ולמולו. אבל אם לא נזכרו עד איזה ימים לאחר מותו, אין לפתוח את הקבר (נודע ביהודה תנינא סימן קסד).
סימן קסג - הלכות מילה ובו ח' סעיפים:|ח|נוהגין לעשות סעודה ביום המילה. שכל מצוה שקבלו ישוראל בשמחה (כמו מצות מילה), עדין עושין בשמחה. וכתיב, שש אנוכי על אמרתך וגו', ודרשינן, זו מילה. ומי שאפשר לו לעשות סעודה הגונה ומקמץ ואינו עושה אלא בקאפע ומיני מתיקה וכדומה, לא יפה עושה. מי שמזמינין אותו לסעודת ברית מילה, ויודע שיש שם אנשים מהוגנים, מחויב גם הוא ללכת. עוד נוהגין לעשות סעודה במיני פרות ומשקין בליל שבת שקודם המילה, וגם זוהי סעודת מצוה. עוד נוהגין, שבלילה שלפני המילה, מתקבצין בבית התינוק ועוסקין בתורה ועושוין קצת סעודה, וזו אין לה דין סעודת מצוה, שאינה אלא מנהג בעלמא.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|א|מצות עשה על כל איש מישוראל, שיפדה מכוהן את בנו שהוא בכור לאמו בחמשה סלעים. ובמטבעות שלנו צריך שיהיו כל כך עד שיהא בכולם חמשה לויט ושליש כסף צרוף (בראנדזילבער) (עין חת"ם סופר סימן רפט). ויכול לתן לכוהן, אפלו שאר חפצים שיהיו שוים כך, אבל לא קרקעות או שטרות. ולכן אין פודין [שטרות כסף]. ונוהגין לעשות סעודה למצוה זאת.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ב|אמר לכוהן אחד שיפדה ממנו את בנו, אסור לחזור בו. ואם חזר ופדה אותו מכוהן אחר, הרי זה פדוי.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ג|אין פודין את הבכור, עד שיעברו עליו שלושים יום. וביום שלושים ואחד יפדהו מיד, שלא להשהות את המצוה. ואין פודין בשבת וביום טוב. אבל בחול המועד פודין. נוהגין לעשות את הפדיון ביום. ומכל מקום אם עבר יום שלושים ואחד ולא פדה, או שחל בשבת או ביום טוב או בתענית, יש לפדותו תכף בלילה שלאחריו, ולא ימתינו עד למחר להשהות המצוה יותר.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ד|האב, מייתי לה לבכור קמי כהן, ומודיע לו שהוא בכור פטר רחם לאמו הישוראלית. ומייתי כסף או שוה כסף חמשה סלעים ומניח לפני הכוהן, ואומר לכוהן, זה בני בכורי וכו', ואחר כך מניחו לפני הכוהן, והכוהן שואל אותו, במאי בעית טפי לתן לי בנך בכורך וכו'. והוא משיב לו ואומר, חפץ אני לפדות את בני וכו'. ובעוד שהאב מחזיק את המטבעות בידו, קודם שיתנם לכוהן, מברך, אשר קדשנו במצותיו וצונו על פדיון הבן, וגם שהחינו, ונותן מיד את המטבעות לכוהן, והכוהן נוטל את הכסף ומוליכו בידו על ראש הבן, ואומר, זה תחת זה וכו'. ואחר כך נותן את ידו על ראש הבן ומברכו ואומר, ישימך אלוהים וגו', יברכך ה' וישמרך וגו', כי אורך ימים ושנות חיים וגו', ה' ישמרך מכל רע וגו'. ואחר כך מברך הכוהן על כוס יין. ואם אין יין, מברך על שאר משקה שרגילין לשתות שם, אבל אז צריכין לעשות הפדיון קודם נטילת ידים לסעודה, כי בתוך הסעודה אין מברכין על שאר משקים, מה שאין כן כשיש יין, שאז עושין הפדיון אחר ברכת המוציא.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ה|אם אין האב במקום הילד, יכול גם כן לפדותו מכוהן באשר הוא שם. ואומר לכוהן, יש לי בן בכור לפדותו. והכוהן אומר לו, במאי בעית טפי וכו'.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ו|בענין מה שנוהגין, שהכוהן מחזיר אחר כך את דמי הפדיון כולו או מקצתו לאב, כתב טורי זהב טעם (וצריך עיון). ומי שרוצה לעשות המצוה כדבעי למהוי, יבחר לו כהן עני בעל תורה ויראה, והאב וגם הכוהן יגמרו בדעתם שלא להחזיר או יתן לו במתנה על מנת להחזיר (עין מגדל עוז למהריעב"ץ זכרונו לברכה).
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ז|האם, אינה חיבת לפדות את בנה. ואם מת האב, בית הדין פודין אותו (עין נקודות הכסף).
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ח|עבר האב ולא פדה את בנו, או שמת האב ובית הדין לא פדו אותו, חיב הוא בעצמו לפדות את עצמו כשיגדל, ומברך, אשר קדשנו במצותיו וצונו על פדיון בכור, ושהחינו (ועין בספר תשובה מאהבה).
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|ט|כהנים ולוים, פטורים מפדיון הבן. ואפלו בת כהן או בת לוי שנשאה לישוראל, הבן פטור מפדיון. ואם בת כהן נבעלה לגוי ונתעברה ממנו, או אפלו נתעברה אחר כך בהתר, הבן חיב בפדיון, שהרי אמו נתחללה מן הכהונה על ידי בעילת הגוי. וכן על ידי שאר בעילת אסור, שהיא מתחללת.
סימן קסד - הלכות פדיון בכור ובו י' סעיפים:|י|אשה שהפילה ואחר כך ילדה בן קימא, צריכין לעשות שאלה.
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|א|כל אב, חיב לחנך את בניו הקטנים בכל המצות, בין במצוה דאוריתא בין במצוה דרבנן, כל מצוה ומצוה לפי דעת הקטן והקטנה. וכן להפרישם מכל דבר אסור, כמו שאמר הכתוב, חנוך לנער על פי דרכו וגו'. ואם לא יוסר בדברים, יכהו בשבט וכדומה, אבל לא יכהו מכות אכזריות כמו השוטים. וכל ערום יעשוה בדעת. וביותר צריכים להשגיח עליהם שלא ידברו שקרים, וללמד לשונם דברי אמת, ולהרחיקם מן השבועות (עין לעיל סימן סז סעיף ט). ודברים אלו מוטלים על האבות ועל המלמדים.
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|ב|הגעת זמן החנוך למצות עשה, היא בכל תינוק לפי חכמתו והבנתו. כגון היודע מענין שבת, חיב לשמוע קדוש והבדלה, וכול כיוצא בזה. והחנוך במצות לא תעשה, בין בדאוריתא בין בדרבנן, הוא בכל תינוק שהוא בר הבנה שמבין כשאומרים לו שזה אסור לעשות או אסור לאכול. ויש לחנך הקטנים שיענו בבית הכנסת אמן ושאר הדברים. ומשעה שהתינוק עונה אמן, יש לו חלק לעולם הבא. וצריכים לחנכם שיעמדו בבית הכנסת באימה וביראה. אבל אותן שהם רצים ושבים ומבלבלים, מוטב שלא להביאם.
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|ג|אפלו מי שאינו אביו של קטן, אסור לו שיתן לו דבר אסור לאכלו, או לצוצו, שיעשה איזה אסור. ולרוב הפוסקים אפלו דבר האסור רק מדרבנן, אסור לתן לו לאכול או לצוותו שיעשה. ואם התינוק חולה קצת וצריך לאכול דבר אסור, יש להתיר לתת לו על ידי גוי דבר שאינו אסור רק מדרבנן. (ולענין חמץ בפסח, עין בהלכות פסח).
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|ד|דבר שאין בו אסור מצד עצמו אלא שהיום גורם, אין בו מצות חנוך. ולפיכך מותר לתן לתינוק לאכול קודם קדוש, אף על גב דחיב לחנכו בקדוש. אבל אסור לתן לו לאכול חוץ לסוכה. דדוקא בקדוש שהוא כמו אסור לאו, שאסור לאכול קודם קדוש, בזה קיל. אבל לעבור על עשה, אסור לתן לו.
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|ה|אסור לתן לתינוק, אפלו הוא פחות מתשע שנים, שיוציא איזה דבר בשבת אפלו לצורך מצוה, כגון סדור וחומש לבית הכנסת וכדומה (תשובות רבי עקיבא איגר סימן טו, עין שם).
סימן קסה - דין חנוך קטנים וקצת דיני מלמד ובו ט"ז סעיפים:|ו|קטון שגנב איזה דבר, אם הוא בעין, מחויבין להחזירו. ואם אינו בעין, פטור מדיני אדם אף לאחר שיגדל. אך לצאת ידי שמים, חיב לשלם כשיגדל. וכן אם עשה שאר עברות בקטנותו כשהוא בר הבנה, טוב שיקבל עליו איזה דבר לתשובה. ועל זה נאמר, גם בלא דעת נפש לא טוב.
